s-1:15,11,20,11,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30
s-3:16,12,22,12,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-5:16,12,23,13,11,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-7:17,14,22,14,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-9:17,14,24,12,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-11:17,11,19,11,9,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-13:18,13,19,11,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-15:18,11,18,10,15,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-17:19,12,22,15,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-19:20,11,23,10,12,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-21:17,15,23,12,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-23:17,12,25,9,13,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-25:16,12,25,12,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-27:18,9,27,15,12,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-29:19,10,25,10,13,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-31:14,10,25,10,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-33:11,11,29,14,15,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
s-35:14,10,25,10,10,2009,02,12,06,20,00:10,9,22,9,8,2009,02,12,06,20,30:10,9,22,9,8,2009,02,12,06,21,00:10,9,22,9,8,2009,02,12,06,21,30:10,9,22,9,8,2009,02,12,06,22,00:10,9,22,9,8,2009,02,12,06,22,30  
